cust_num,date,inc_amt_usd
RTEPoOHlGgH7OSyiM+BMfJWlQ3ZvEQ5MBINHhNvAYMQ=,2024-06-12,98.48
UakWIA3XknAkBKlkk2k+j2UeET2vacUPvJwSSUSkrE4=,2024-06-12,10.05
7lu16E/TTYYkFdgE3p/7+HTc7FHNEOCXPsvTMADi/7U=,2024-06-12,8.18
NQDFyvA/96sj8VTd3sWDRPryPF+3Kbha/APxwZnVsHc=,2024-06-12,46.63
wNRZCFWJcxpajFqKL9rfr6o2iY7r4fVx1A0H2IPgIYY=,2024-06-12,60.48
hMvgMh6GRxWBQeFIpQAAeMSZbyAunjfLhHug5Gg89TU=,2024-06-12,33.79
F8hrUpm1p/+O39LT/2R2MF7vLhwXX0YxP9aOK314anQ=,2024-06-12,131.48
3heS/1J5XBC0/7eOay+UwzCVA2w2vouY+f3JqL5Vb8o=,2024-06-12,76.52
EGbVFQDMXKpxdlHmmdDjfZvyzgIbRRHCMrgcFBYwgVw=,2024-06-12,24.52
cZUeLF46IgGdnvzcVdDb0y0kE+88ZtuRuqrHpo+KgCQ=,2024-06-12,8.29
ieEjhpX7bWPEG2IGPNsJbwFf8nHrMgTjCJCmCXL5SSw=,2024-06-12,53.87
yOPCumxC0t7pf+RdZ7qRjtljgyjqycRdnFJxvLIuGU4=,2024-06-12,138.18
Q4njEuK9BHREyyWItBLiHeW70/Win/YFcUGLg2BfN1E=,2024-06-12,122.64
kyrytBgcF92vkD3M64bXIFmj2Klghh1FHmUV5QTqRtE=,2024-06-12,101.09
7vTQ/jTbgf4r4BEmRage3wjdTKz8JfE5+3VzoIOxITE=,2024-06-12,92.18
EQh6NK8xeWc1iDwr1W3wJIp9DQSGa/FG3JrVEnfnOxw=,2024-06-12,90.48
C8DOFXYGVQQDX2Z942tBcSDPsYw369XOeDlZo0zJwx4=,2024-06-12,23.52
IXs2R2RgrEF1X7WsCh0Y0C8aaqV3BCX+mh1mT/w5xSc=,2024-06-12,228.96
mctUOl4jGByfxEhjvg16uJc2mzVHgTkBNvJ6N+Z7iP4=,2024-06-12,219.18
UMjDuc7Q3XW8ZTwyUDYNPz7KQtHzTq7XEz4Dw0WGaaU=,2024-06-12,126.83
8oHYVNXYVASYh75efWuofWK6D6XOoKJIoXRbBQ6ZeaQ=,2024-06-12,102.86
zxXgqwS5z+53VE/ge1SQQIwxm6WkxrVwf3I7GduG20c=,2024-06-12,360.63
PxP/oz+qSYCApIQ8alc0aLdKKzJ5FR4yCrZjNhooHFc=,2024-06-12,42.91
B3dn8cNraVcbSq2bVs7yvVqznevI0beFCMW5hPSlX28=,2024-06-12,259.84
2c9WBwzDbsmUEM+AXuurrcsc+H0PLKNLVaV63hQ2fzg=,2024-06-12,216.38
rz8hdLQUflfLva+oDPSdpv9TPq+WIsJX4dA00I97n1o=,2024-06-12,52.16
CR9wugTtgm1YS0iLhaIWU5jaze5jWYXNbOapOm74KsE=,2024-06-12,15.72
VI8CXOY/4Y61dJd3Q2oRsOVtJlhr79RtK6Obr9/PnIU=,2024-06-12,35.05
BcJGLohy5XjUnqkdnnGKVXOCOdY3DZoS1QWu82SgWQI=,2024-06-12,127.48
T/Iyuv3Ue9DHV7O9YWPEKah5n4ywr4m+jAsBNMGRDX0=,2024-06-12,17.9
ktaYXzaJKbWjGtlTujX7x5pzD/mZR+KHzqMVOvyUQSQ=,2024-06-12,45.96
27Nho/CJCqarKchvlMRAAWTEAl87Q5qnI8/BBZWh/aQ=,2024-06-12,22.31
Ze4kkYZmmBLxEDSQ70OJrWaaR64TTgKeoJNJwtX6K9k=,2024-06-12,19.07
9FkuV17NIUDN4L5XcqtPJseUSMfCCcqU8YH5ZJ2HbpQ=,2024-06-12,21.92
2/6jHcyPNXAcum72ssu/RZdzWWLhgillelY5/aeQO88=,2024-06-12,23.39
6s035jjw4m8Nafq0POQ8ueab2OnnKCdyuvYXi9C/OiQ=,2024-06-12,15.11
z+ldi7lPatGTtY1wROlbqHJGOiyZhqeBA9WaDIMUcI4=,2024-06-12,139.2
FzgPADvP7UBLdAKLlygEVo3ZWVO0dY039y/tB7bOnd8=,2024-06-12,26.96
5nuyvHUa0BoeQNzMBlEMAx9WpBBHLcIRa4/IotUEcvg=,2024-06-12,120.72
GyCQRs+aduDy6wsUsCV1jQrSfOVrEzvjwoTeAjvxSlw=,2024-06-12,534.68
yOFhFpSp0PRiKM/F/y/0sFe+cKIti1XO10hBV40JzXI=,2024-06-12,33.38
dc/kPJ7FI3UjRPfeHC5yeMP0f9PcS0aLP1DQUZVUNfE=,2024-06-12,37.86
DuxCYQ1AC7odWeMEsxTWvenEqWtbUSgbptDb9/8/K4w=,2024-06-12,31.98
M7U9ExpyCyHs+zvqBnKyBHRWZPy8JwPY07u/L5sJkqI=,2024-06-12,42.54
gQCraCay39E4UKnaSznIVTbDo61lrugvGRv5aFOTRbA=,2024-06-12,216.83
jI0XqspqUFse3Umon5roy/1w/CIJ8wYE6U3vErk6aww=,2024-06-12,74.28
h77eFlqu5tr2ANXZTICQQtTwUmPaMBC/J2XrijV0faU=,2024-06-12,53.85
jYaZLgsNlf/adWzxkH+ZvZaSHIWDUvMcwOqwcFp4cM8=,2024-06-12,86.94
LI50bI7Ik7+aM2KJq+LVFSbUDjPgvktnp6loxWzZQ2o=,2024-06-12,94.69
F6EZNjdBdTclskERVaxiIkYjDepZRGTD/8E4HkyDXIo=,2024-06-12,254.19
LYvTn40EyXjHXHowOnCSGLFaM1ARX10xi/yPoMKQ7bU=,2024-06-12,19.99
enGEoEgcX1ziXEfer6Awsh7g8zcrx1D9sJSoiKCriJ8=,2024-06-12,59.07
KlPhObmS5yULojNInqjTwZL/VK7pnTrRN5vZ6ox6q1g=,2024-06-12,447.49
rUBAtD8d16cyB2uyIHqlvWMiYwAB7LMvz4UUbsqN+uE=,2024-06-12,72.62
ysX341jbLs/QckSzqud2ixslKmCBme0DMa4fJ4Op4+Q=,2024-06-12,12.4
G1i9n+kSGtfiLFwc5lg4eyhUK8LZT8pwAfi0Zl9m8LA=,2024-06-12,5.86
rG3Bt8U1r+SejkrSeF2sR5Fp5/OYDuE/3NrTZJjUjLg=,2024-06-12,258.66
pm5RLQ3p4Ai59QJqHOfxjg8RBBF8Bo6XicawWHtAH8s=,2024-06-12,30.76
3d7J3dz1DCdFdVtvF+5IlVMQfGo+1P5HlpWhLLmj6NU=,2024-06-12,219.7
QK/+pxZ9yrjSP/mEHXkFPTYgEPBvpYa9VsRzHMY0524=,2024-06-12,15.69
hbyG3VkL61eSYtDpTtqaQwvP5Uq0QU887zCyqqfjpx0=,2024-06-12,11.61
FcaZBcYOMx4qa9dFL+S8ZcBjH7PlcC2WCiHaIa55UZc=,2024-06-12,139.37
Ny63ySgY1zvKpgdme261hgnW+UC2PF5XCN+cwWY+v8g=,2024-06-12,10.78
JGu/EX8ZCabUrz2fPMtVGVBuaJjCYDTmrs7B0EwdraU=,2024-06-12,25.19
9mZ7saJUiZUlzrJxMPQ/XSIKQsve84Zb0bXGeNsJmPQ=,2024-06-12,40.2
i9wx9VlhBy64IkRf7VjKk4meV5seHl8E1g3fVXCb9Uo=,2024-06-12,62.79
tG1aJgpJxVCFZKLbCsdUiHwLMxmqRI53X7GqmyR2z80=,2024-06-12,92.86
BUna6EyAkr3dhDcx1CJoUC/10b1afQus/GjzWjBHjQQ=,2024-06-12,64.48
upMKnTGCMTp/cR8SNR+7BqugEwL4mtqzt/xaqs13RFg=,2024-06-12,20.32
J1D5T73qQhuv2YEcV6i2zJap4WD1Cr2D+hzJzlgc1Vk=,2024-06-12,45.28
JzYpATA1hnNEx60C6fWUWv7MWzXcYlXMOeWMu1sO4/c=,2024-06-12,78.55
b0znEVHKuD1T84SXoTK5YalJeCKnL+Tc/XMzSU5M+kk=,2024-06-12,7.66
NlWjV+kbqM2D0G8l12XrrzAthQDaaAY29f+V2CboZRg=,2024-06-12,27.94
gGOxAP3mXpcmylcpr0rnR957NmsyGYI1SMFLGh1iquU=,2024-06-12,9.57
CSfdLpUcSQ+5VA+lFmpGc740p7g6PM9sWAvCWkeQssk=,2024-06-12,13.82
Kvb9d3lwu0hINB1X7w44uVJmvfgnRzZ2PFWpgKjGE7I=,2024-06-12,58.93
kIs4qAuMVlHPhSkuxicXwibJL+/RNMggn33hgGy+RLg=,2024-06-12,153.34
53j1NPexyWUOi96HcJkkgxNsfQlyEc+vgGiC5ZsMIiY=,2024-06-12,23.88
k3D+ha8sQCi8t6WWXS/A9KBlMd2rx7VEv3t1B+8U6Fw=,2024-06-12,35.53
yt1LMNxjy7r/sX9N+MdYHaIomc2UanzghBJjYWUk1NY=,2024-06-12,27.89
c1nNBNU7ODG8AoGEPat1PInUNdHsX04pnO+HSfoeMO8=,2024-06-12,37.18
X7zuLTTUQzfaDNpvLBkYufw0+qJX/M4whXJKt5Z1EFk=,2024-06-12,58.02
kgnH+zpD3fn20fb3P+oqo2qGQm+dAns4bqmi/thc13w=,2024-06-12,97.6
4VP0Y5mdZDbKnVCpUJBY5M+hAtVWkwY7FFki6lYKrmc=,2024-06-12,85.97
g3Zl2cuwG+KbgRmZNa9Ms2aG2TYHjTpPZLBkt+lDJ/4=,2024-06-12,68.39
plqg7kU12F8sxISns8YqGcsuDAoFOOGFlBOIrDtHxsQ=,2024-06-12,107.42
DN228n4Jkkpa2jW9Io4+ScXTLUF/tap75eCEXzmGnZI=,2024-06-12,54.08
wonmcGvqh711L2xKgJzsHsJZwsjwgLlKY/oVFZo9ZAQ=,2024-06-12,41.22
d9oAdPoanz7zoxBLzCIbI5/ir05aSEmwBvS31ve5678=,2024-06-12,88.13
uO4uvlQrx9PHix8mavoRyzTmtVpYl9ze2GSFLkRJ4iA=,2024-06-12,43.98
1qqsiKsq8z03+Tc95PQWewCIPAmxEgi3wPjjm6ANdcw=,2024-06-12,35.09
uqtNG6JdLmUVOuG8xNbXI6o4Kqw0b93NVeIPi9oS5Q0=,2024-06-12,24.08
oENqMI6rs1KDVKbOS5tMbR8aF4aH/IcRZYR78B/sK5U=,2024-06-12,38.04
/LGTiWeoslzKfGE4kHC66iy7zP/QYrwqjx/lguTgJBI=,2024-06-12,89.1
g/SRUC7xM0wquEmsrr44z1uDN99K1sLFLqo/W8CA1Nk=,2024-06-12,69.86
X1ga4t8dDFEWrM8KCHyMeHutn2s/B3f5ewGZ4tvTD34=,2024-06-12,15.13
+M60iAJNtefHwTcCfG8ufkopkT5eENNMQALyoWEU4Fc=,2024-06-12,148.75
AdGGr7rRn/UpwYwHeUyNlmQiqzmhYu8bSG75lC28/54=,2024-06-12,31.55
t0Vi6E8Huq4aSmRV1Y0rRB3glMv8XrArGtVcdTDyVHE=,2024-06-12,66.64
DcZdEarWLTxVhObPHygiNZNedMrecOanOvd4iZ7d8/g=,2024-06-12,37.47
OGp8Js0DbjjRM5vKtKN9fZ1xxffgbCDkIBJNK/MteLE=,2024-06-12,272.09
CoLlmAehYlSrdtVJKOZyWPHbenxKTfWSXlpHl/KkofI=,2024-06-12,124.11
7NqTXCmsbBwhNqaLlYESktrzBclQmWVRJzG2Hu79gok=,2024-06-12,136.5
+Qa5g2kPLUi99qza3mdaqIlbaFzx6lxcLvI12BLQPvg=,2024-06-12,35.41
gFjILTFV9hk+egK8HgybEYoMLDtChYCaBsEOSlfhYlg=,2024-06-12,43.02
mZ51xIB/np7QGaFduF2qqMXrBXjakQeDSsPSpVOueAk=,2024-06-12,69.48
dYpxXS136ky8kxdTwsr8fR8HgXXPS/YaRpk2zIGVOCM=,2024-06-12,219.99
4+vM69+kE1xPOiUtkUNaLBBgwqVkOSSfvoxApDEdvwA=,2024-06-12,99.72
FLjn7x+biCHpLNXET5qZaVcn2sOLC619G6n+DhVdwmE=,2024-06-12,41.57
hg3yGS5pKqN6EvHqTIPYwMG9ctzxCxa2HZXwQ/HrME4=,2024-06-12,129.52
OWV9LVazej6TXo/Mzbq7QSleCuiZfyiN50kl6Gp4QKE=,2024-06-12,56.46
5b5TRJtUeMn6Zbqfs7vBVb4Gj15CRxb3d2TTYSpZOZM=,2024-06-12,67.86
aEYNzwMktmV3tZiMbiabHsaJc3JrgaIz8ry9wTDun6s=,2024-06-12,45.86
QV6ltKPcTKAH1QYEX+KuYadlBQ9TgCco9Kg+gFB2GdY=,2024-06-12,25.69
gLRYbgo0s6NWQf036oELVzQUuKNrZvfYG4b3ga+Ghb8=,2024-06-12,25.7
5hHmvHRJfaN2FXtrLftp+ogEUWzvo0LEPtwxNOGhGA8=,2024-06-12,352.0
mFdOhQ9r5eAic9n3taE51kelQmoKf7UPf6iUkHA7WHg=,2024-06-12,83.47
/qcCLtuvjExP7YBIICVhqS06XQDzNV/UVPxU11r1AEg=,2024-06-12,187.19
U5hUNa6BtRD/Kj+MyCnIgw/LKVLP7F1wVnejVslnmyE=,2024-06-12,106.47
Gz1ZVpdah23lh6FkmToQcHUbW0hqweu+GbiLBeOU/+g=,2024-06-12,383.57
LgszYzn9ZtA+lCpDjCvYRTJls+g083P00ISsIWGGkJk=,2024-06-12,209.95
+wzI8InlAkNlIrfW3/YSAAcuzIeYF+ce5irJQiu9xY4=,2024-06-12,14.95
/KRsb/tBf3oNOTWC8iBy0qARSSrquAo5ND325mx8sKQ=,2024-06-12,21.39
bypjLac/I4fNGxsVeFSH/ZnKIaAzVpbOIH065pUL2+8=,2024-06-12,33.1
7FXPU7nzRAYMgfQgjfRWi3N4ekmwsPnu6xxSS/9Vp08=,2024-06-12,8.58
4xSrx1SHdvGGzd2Pa5xrk+cf7dRDJ9xsW91jLK/1x2I=,2024-06-12,42.59
jB4ElDqMG0nSZQlAZRc5NkQJCMxUqcm/5P6Sa6v1V0Y=,2024-06-12,52.91
FdP6g5YPany5EviuGc6PMSTarJcjkWNjrsjimAh2Ycs=,2024-06-12,59.92
E/DnE73l7RtqDfwBpyl97QdFkAitX+3K6JIcHbsnN3U=,2024-06-12,89.74
UReSr14SVMXKX5p96tuC9p22avADHv23YqmUZdIuGHw=,2024-06-12,50.09
srIgAAhGKoWEdW14BQusnszG1m1UvVAyLnVRzzxyGco=,2024-06-12,34.81
yK9+KtlNmP1aJnDoy1tRNW4ZhiM9vkUecSZt/84GDao=,2024-06-12,97.46
1OvPk3RGM4OQK3sdXSkc1ZUUm+YEGmMDWKisWCHBHN0=,2024-06-12,35.04
FPcugkZflzvMorUxNSQH0nrfKIHuNjzNGdA4DG+neTg=,2024-06-12,23.82
lbvRQfvfnFVltsATfuT8qqrawvJXHDSdb1JIMGjR3Rs=,2024-06-12,53.47
HB3MVnhab0p8q2bd7cRrHaF2355SsgRwlsI5PXuwqGQ=,2024-06-12,54.48
BdTKQKm5bRRg6n7Q00gNpiUcFRgx4XIbMughqt2mRW8=,2024-06-12,146.6
jatCKdfnzWdNKlbyySaRyiAHV49xls00upQ2Ss8CO8I=,2024-06-12,436.31
w6H3N23/ZhZ0YzZjdpN4ynr5bil1RdEVB2zAtR6h604=,2024-06-12,213.63
N30Q+UrfzWLZYRvlikiVebSiPuHgKp8ZW2QOs4JsRFg=,2024-06-12,66.46
OyJMtVyFtDcvG3P7HLkhZaZNqQ3Mk3Y0b5Gc671sh7A=,2024-06-12,115.7
oal3cdo/EFi9LVgle2oXqXTqi3wGYRUwLX33YU10ls8=,2024-06-12,232.1
cRq7MKG2YsnG6UDdD6+AI84kKwN6QaBPIOTi687uyIs=,2024-06-12,18.82
hPThDeHLHFcGJqRUiXiydRBs0W7bCAKceZ3dfBp8t+I=,2024-06-12,12.57
JSSykCzTQb/AEcKkGVKjAUrJ6txsktJFYOAUAuDRFfA=,2024-06-12,23.61
RbZQPBI16K0eRMFKSVBsZVY4ZuQykqPqWo/XH6wDySY=,2024-06-12,24.19
B4s3/R0L+vnK67ceN+aGuz4pfwMXpi+u7kGSTNR/rws=,2024-06-12,181.56
d+4icF6FUXseGXYY+mMpkjtvLb2s7Ro/hZQA3NjN8LM=,2024-06-12,85.79
HfjSezCKYJJRalejB9IZ7VEHREbzsLemh30Wk0EUJOU=,2024-06-12,50.9
BUxsM6vVJUD+HQVta+iRV4Ml0DWWCc+TgFbF29dSk5w=,2024-06-12,68.8
jyejqrZjp3sPTW8wJCPaZRQ8awp/nEwSTEXJn1zOD4k=,2024-06-12,8.19
k63eS3qvE6b/OBHRRtcmmDrLCWIWlEykkR5hzPXIloI=,2024-06-12,57.4
qcMFp9pPPWWqVZSl0St+lyCLCSA5kFiNLQJoTa/uUKk=,2024-06-12,40.33
EWMfHlbpQ68jwmTNovYq/KmtoDshGf25+1GCVpmoSoA=,2024-06-12,223.91
VG93qlNuCZYXWtLYREEm9TffsiTzzMUAvKE2Fz8J0is=,2024-06-12,16.32
nY3fFsg8LklWVntWP87XEaSnyO2sswdNqybOriSIFQM=,2024-06-12,38.09
dv9LwLjBi7YQnKqEFWC9mxYx118KBSFjUukIsIIKDuE=,2024-06-12,11.45
eK3yMueGqMpiiOnyQ4MKzgR5NQDEgJCanHzoV1psT0g=,2024-06-12,87.17
bAGSo89Ydr0ZBbRezAo/aFdXflE4+eyQ75lO7Nii1mo=,2024-06-12,187.36
ZFbFlkm63EXZlvQ9AOFJ7KLz+oMhiCtckZlDNafx4Kk=,2024-06-12,178.98
IVRG6J/CleTs45UFwYANNajoLIkQk2m7ImubSggBcZo=,2024-06-12,75.69
y0s15ujEWT/caKeBkTKF4ZQJRKJWi3tMsLCKkwoweJ4=,2024-06-12,39.72
ZqqEZP55dHc0QyU70+a7U+IqBSkKSRPe5qr1XXJt5+k=,2024-06-12,57.32
1Sb07Y1MKH3fyx0fMiOunRTJse4QSPoqhSp6ACBvGSc=,2024-06-12,26.16
kjr3I262xLgPkY+Q3oW8YR6MqgrezKDt9GybO/Unjb8=,2024-06-12,25.14
f+/XBFVoCEma4vZv0oqEv3iTetZ3D4JH9BDLhCwYw30=,2024-06-12,67.54
R/KzDh0oTqB2Om+o5tGzytj0Vck/7wWGEj1TbiZGb9w=,2024-06-12,34.54
/uEFkb5Ru3XEMwk5MXpxolFW7Cf29HDZgRK6VrUnBps=,2024-06-12,115.64
0WLLo1B+I/n7ASb1SQzv+BgHUZ6o1XjkBv6135PRUuA=,2024-06-12,35.76
bo+nla0bVIi52yN2Rp8mNKPAzg4FUHH4taOaAGmqdXc=,2024-06-12,493.09
5EEp8wDATHHHe0tdE2UDH9QXKvN/pWqYKOZp/s6m/0w=,2024-06-12,32.05
FbmkXKp4oyk4KsdkYTlEI/Ah4NFqiHDkU0DpFic5R8I=,2024-06-12,39.26
FEUq7+faH9/ABx0wJI8z6cGfAnKoGqQZYyPX6KW6qT8=,2024-06-12,34.24
TOTiH+Svx0gVSRqjQJul2HVrQ0qlKvfO9mCfp51Ossc=,2024-06-12,70.39
0qPMmcSxjbFBHGcQHjW5Or7fjxMuA16DUOnT5D+kVHw=,2024-06-12,70.42
RFVcAefZL/Nz4zxYA5b9+GKT4cJw8tZtv8LBSkc5+ac=,2024-06-12,62.46
AXq3QN9JmR9ZB6CsDT0Qq+Xmtj4KBAgeSslnR0qtTFQ=,2024-06-12,130.55
C/HV7QkqKE+E+zmtE2JRe2enBtBr9m0UP99DwxoCkfY=,2024-06-12,61.16
H3hvCIIpvXVfP657FXQEjJwYTCGmnNTX23tOQ5VXGw4=,2024-06-12,93.05
s/GvEhbhjyNkvMao7JsUgsXzeTmki2giPpS+KNpvPgk=,2024-06-12,7.97
WpjI2ZQL2FGHSYNLskv3sIvzqEzkf9cSUdyfRzVceXI=,2024-06-12,33.94
lXIUR8Fsh/TJyvzPwvZau4KftUkDZ+q+cwMkOPV93Ec=,2024-06-12,35.57
yaSzi9dz02ywaEFjIhVtrfRDDQ09jNqtXPbUoL1M3c8=,2024-06-12,43.3
W89zjYyYRAv4ILYxU4DIahpqEpKRi+L/ewGRuzvOTpQ=,2024-06-12,180.9
snoBH9el7ac+qkLaWV7Fr6vqixNMTtDcRoCEPLUOuGI=,2024-06-12,191.88
XCEl502VWC+pL21I1MrG9KFtlEWt+F87iPNxV/eW9Es=,2024-06-12,70.76
uLd6UX4D0g3elZ1vAMHzbD7hkV76IJ0k9Osns/TmPlI=,2024-06-12,19.01
ieoLDsxi8gFmQbiZhbkBR4EUsQlROZOqSHmz/8bhfx8=,2024-06-12,102.73
p9B9kprRNpbg/WS2CRq2434q2do4R6pyyEtCp+3LTP8=,2024-06-12,24.93
5z7EkMBD3705tSCk848fyRKE1xFiUfJFg1b4pd+ZJqs=,2024-06-12,14.09
1IssRs/BP6io/PmsB2Q5ZrPtrkiFy+4ZgqsG1+3cliw=,2024-06-12,7.31
wZwa1+NjIaQgOJmwNoU+ySwk2xN9hg7nW3ZhaRRKElw=,2024-06-12,25.25
lajElnG4ZPy0e56uWK1yj9T4Ed3LbK0cnju8+zxFA2g=,2024-06-12,103.17
T8Kp+xRQLo40lm6fuM8gpITj5nYnHIMIEfE6PWLkDgA=,2024-06-12,28.73
44jW8+WutsxlwM3BMZifLEIqJvenEAyawgJ3FhhjOIw=,2024-06-12,474.21
UFIp+/wEeDC/+7FeVUNLrqffermTkuGFt1JMOLIikZM=,2024-06-12,54.89
uSpv/lNzC6n2p6ihyr/4nOeKUqSctf+yvtH13Qon8T8=,2024-06-12,78.79
0Qu6z3QFEPb/Az87SrRhT6trOj1+JTnMGs9c74XrH7o=,2024-06-12,12.78
wMmeDmGkys7HfkG3jgN/IKKaEvfOPmhyUWZ0cTKKdPM=,2024-06-12,113.59
egzXihPs5XQOYmtK/wvNl/g4uMdzqWm15Nxk3riROZQ=,2024-06-12,13.34
TCzWQFaUWiXEl6SQNde9Ag/nkYBmtABxO/MbpmjWIEE=,2024-06-12,24.95
CYiDzFvroqaIRoKfErRXaHUF+0O0aBVIFl2+m75frPs=,2024-06-12,37.14
o6pRO7u4q2cGyjTizXZua8AT0DRPdG5acqasEYjEkXc=,2024-06-12,130.05
ifBDeNiEA5ZRyXctu7lZUcbSSBSkJqjwQXI2m4PGMe8=,2024-06-12,49.28
Rexfx3B4EyLuRXXoqH5zJWTNwFLTyq4LkXkUi4S9Muk=,2024-06-12,56.63
GBQn9hBwkcBGP1ks6NuLxKZyQkdx0hP7aQPTdW424GY=,2024-06-12,41.43
E11RfTQUvTJTKezMRsbK1acWgfP/9RuwxG5SG1djtro=,2024-06-12,383.11
4/2zNq8eIWiTheTRSkch3fFbalysok9q067eCieVhj8=,2024-06-12,25.39
6/S1VE+0so96luVjkovDJ4jumloCHSjRCCRGnidhefo=,2024-06-12,55.5
Sw2fx6Ex4lwtcXPElniKoiazey1Rzc0pddy9kh4QYec=,2024-06-12,224.48
RoyxHGRh/I8DALN3aJ8pok2BPjPIuExK3FdieF+phwA=,2024-06-12,199.65
VKQipeqXed1B/lc+ucR/ynV1UhoCpqrwMqTbwRC9SuU=,2024-06-12,26.07
bNNc6cHnfalJG1ka2VcG1orVrUDcBOqWlHR46QuOjuY=,2024-06-12,14.63
UMHjYfrH0Cel6u7gS+NgI9OrYCYdb9OgWwP1XS0uDmc=,2024-06-12,75.04
XlcDS7QmFBcKWJpIf8ItfT1SLSKlFyPLHOtfWIFWw7c=,2024-06-12,901.88
WrtWEVP8PoZiPk+FDzFEHBczPs+Mu3UGbOH7oXfOyco=,2024-06-12,157.89
R1NUzrcY60QE+9q/WPwlnmZGpDwOGAqHB9lmgYgpyiU=,2024-06-12,123.68
Xkrg2MbtbLCHV8dsgHHZJJp1lTCMxJqPVjPsFlnBtgc=,2024-06-12,177.7
nQxEpNHh5YFsNEC+ByaI5whVaWtnV1HTFPcvouyUsbc=,2024-06-12,32.25
FsCc+VJtMFTn5xXTGbZxC1oOCTQK2WDP7WAD+Y95ndY=,2024-06-12,76.11
S2nBHAWvh+eNyEavXJZVLj9euDC71LHAFHXRlLAWxUY=,2024-06-12,23.05
gZ0ool3dG7iCC15PsDbbAsZx9tTcTkJI9Irt2sLT1hg=,2024-06-12,37.75
NSsiepBuGs7MBhdsITim9hZpXa5j2d/S2YBdrIeN1s0=,2024-06-12,1152.38
0UjYsL2j+l+DsbfXXxfcoh1k2ea03ugxM5BIOD1vrjI=,2024-06-12,12.71
AoPWt22lhzIaySf/4wfi79IZY+5U4ZS6JyJneEc2HrM=,2024-06-12,34.01
xm0EnLkGKtVlFMEi+RAPcStHjwB3I9YkQJVWudSZPNA=,2024-06-12,114.15
ccePFMXXgJPYUSnVHqk6GaBRdzWObNQJKb3Ejuv3RX4=,2023-01-18,137.5
t9f/v9OYA0lbotcl1xfO92cb1fybv/ej8slamxsbwiM=,2023-01-18,277.38
73F1/QsLwyVVI9GQPYqwhOalK+HCfromV7JeRyoBIcs=,2023-01-18,24.34
hle6j8biVUF9qQynKOi9rAPmNwGWHoJN3JeWMlhREcE=,2023-01-18,59.76
8V6buNWsFlxGnDsBnPFickfi1nH6NfwNPa7qBG4j9wo=,2023-01-18,33.57
Ms3fCccyQ2Kss7cDYIRmM/2vsEm3sq+isLliDbNcOp0=,2023-01-18,156.68
ntsplKlEE2Y/nit4JOcs1mWbHznkCkaB+OBmZC7qD1o=,2023-01-18,96.0
rqfraiaOIeoRWoMA0QktUSFi1sbi7YsnQaCbaQqBtY4=,2023-10-01,118.53
w2jHZUN2OSYMEs9C1Sw7vHMGRuc+7J5uvjEoZIRmD48=,2023-10-01,17.88
4UTHz898elMC+XECuSHPIfo+/3V2ISuHpFaRxg7HLi8=,2023-10-01,22.96
SXBxuePruWOeuDm7WsuZyjEsFzlwZzXp0jl8p0/4ERM=,2023-10-01,47.63
JbB3uej0B5MfS0Sp1R7c2hBQpqRThuOYt/eyEUBjMN0=,2023-10-01,107.11
qcMFp9pPPWWqVZSl0St+lyCLCSA5kFiNLQJoTa/uUKk=,2023-10-01,7.6
JkWhY3KWNPqfCJA45eKcA9LqG3hgW04LjuHYkWMQXb0=,2023-10-01,33.8
D/cdqABQiFEp10zggBKG84Xmu8jxNC6T1ytY8eTnD/E=,2023-10-01,164.87
XjKdvsEin66xvw6l5PCQiuVVZBRvyyEm8Sbk3LAO/sg=,2023-10-01,451.52
gwtZSLw07atnb8Oxs8ScGrRIhJjtce5pYseq4ux/eow=,2023-10-01,500.83
Q8BFomOpI0poCumc7LT7xiwO6Szd0dNV/I8nJOf46Yc=,2023-10-01,54.85
j5g9z8ODwvd9AMq0F1SIJudySxmWS4KgzvbF2rQf6dw=,2023-10-01,96.49
qZsejLEe/b4dRHltLUIHRplJjRqvRzOl0g+bVcnceyI=,2023-10-01,73.33
OmMrlcTTXOzrMQZu5sc9RXiikkiT4lpI7oAkzEu7N7Y=,2023-10-01,336.23
ci2WUzRDCv2fDNU4C4QbljZxSk0ALg0Pfv7YVqMDLzE=,2023-10-01,56.85
aV/m8N1tFBB4PsuKhdejAUjYt/RZoAg7GYn7YmAQp/o=,2023-10-01,103.08
xjKbhuGomCL4dDuKxpCd1Oykhx06xafDMWCxej14JZU=,2023-10-01,5.51
xq1RyRrWKYdOj1Id3eZ53IZAA4BVFaJ5aNUSLV3aXeI=,2023-10-01,83.17
a8YNXU1x6PjQfYAZYz7/fQoqhWsjlFfBgX/sBsGYCUs=,2023-10-01,75.41
OkUfz6kI3zMo82LUk51lwo3K4z6X+JFqelkdgswfqr0=,2023-10-01,148.89
au23cn+IyndXxUObcq2+m7VsDOKPjClepiRtmXzmmVg=,2023-10-01,56.12
I40fcnrjneVmxuJPgBDZfg0ywREduXJ5O1FYkFQ62Qw=,2023-10-01,84.77
RfNKy5ZHlp9dcRClEyZmkCxElk3bU2eHOANs46V7VLY=,2023-10-01,193.06
nd1LTPICqhHSaALdM292Vf7s7Qohwpcne4mPNbTydeo=,2023-10-01,102.6
mq+his/cFmK1ddbYntVrdH/jhkwHRmQLjg5MlZuLKIU=,2023-10-01,27.05
